Pl,horse_name,bar,Track,Gear,Rtg,jockey,trainer,Owner,Last 800m,Last 400m,Final,Second,total second to finish
9,ATLANTEAN,9,1200,VIS,42 (-2),I SAIFUDIN,HW TAN,HWA YI NO 3 STABLE,6,6,9,6.4,73
5,ATLANTEAN,7,1200,,40 (-2),I SAIFUDIN,HW TAN,HWA YI NO 3 STABLE,5,5,5,3.8,73
4,ATLANTEAN,3,1200,,38 (-2),I SAIFUDIN,HW TAN,HWA YI NO 3 STABLE,4,2,4,3.6,73
5,ATLANTEAN,11,1200,VIS,36 (-2),I SAIFUDIN,HW TAN,HWA YI NO 3 STABLE,7,6,5,4.1,72
1,ATLANTEAN,2,1200,VIS,34 (-2),O CHAVEZ,HW TAN,HWA YI NO 3 STABLE,3,2,1,0,71
11,ATLANTEAN,8,1000,VIS,40 (+6),TH KOH,HW TAN,HWA YI NO 3 STABLE,10,11,11,10.9,61
4,ATLANTEAN,5,1000,VIS,40 (+6),O CHAVEZ,HW TAN,HWA YI NO 3 STABLE,4,6,4,2.1,60
5,ATLANTEAN,11,1200,VIS,39 (-1),R SHAFIQ,HW TAN,HWA YI NO 3 STABLE,9,8,10,23.7,102
10,ATLANTEAN,5,1200,VIS,37 (-2),O CHAVEZ,HW TAN,HWA YI NO 3 STABLE,8,11,10,9.9,73
4,ATLANTEAN,1,1200,VIS,35 (-2),L BEUZELIN,HW TAN,HWA YI NO 3 STABLE,6,5,3,0.4,106
3,ATLANTEAN,9,1200,VIS,33 (-2),I SAIFUDIN,HW TAN,HWA YI NO 3 STABLE,5,5,3,0.8,101
11,ATLANTEAN,7,1200,VIS,33 (-2),M KELLADY,HW TAN,HWA YI NO 3 STABLE,8,9,5,4.6,60
2,ATLANTEAN,9,1400,VIS,31 (-2),CC WONG,HW TAN,HWA YI NO 3 STABLE,6,4,6,6.8,97
9,ATLANTEAN,4,1400,VIS,33 (+2),CC WONG,HW TAN,HWA YI NO 3 STABLE,9,9,3,0.4,60
2,ATLANTEAN,8,1400,VIS,32 (-1),CC WONG,HW TAN,HWA YI NO 3 STABLE,4,5,5,6.7,95
4,ATLANTEAN,6,1400,VIS,33 (+1),L BEUZELIN,HW TAN,HWA YI NO 3 STABLE,5,4,3,0.9,65
5,ATLANTEAN,9,1200,VIS,32 (-1),I AMIRUL,HW TAN,HWA YI NO 3 STABLE,7,9,4,0.9,70
7,ATLANTEAN,11,1200,BB,30 (-2),CC WONG,HW TAN,HWA YI NO 3 STABLE,9,11,10,12.8,69
11,ATLANTEAN,8,1400,VIS,28 (-2),M EWE,HW TAN,HWA YI NO 3 STABLE,6,7,16,8.6,94
9,ATLANTEAN,8,1200,VIS,26 (-2),M EWE,HW TAN,HWA YI NO 3 STABLE,9,10,98,0,
1,ATLANTEAN,7,1200,,24 (-2),TH KOH,HW TAN,HWA YI NO 3 STABLE,9,9,8,5,73
3,ATLANTEAN,10,1200,,29 (+5),TH KOH,HW TAN,HWA YI NO 3 STABLE,10,10,3,4.3,66
2,ATLANTEAN,6,1200,,29 (+5),TH KOH,HW TAN,HWA YI NO 3 STABLE,8,7,11,17.7,86
1,ATLANTEAN,8,1200,,31 (+2),TH KOH,HW TAN,HWA YI NO 3 STABLE,8,8,9,8,100
3,ATLANTEAN,4,1200,,36 (+5),TH KOH,HW TAN,HWA YI NO 3 STABLE,7,7,5,5.2,66
12,ATLANTEAN,3,1200,,36 (+5),TH KOH,HW TAN,HWA YI NO 3 STABLE,10,11,9,7.2,67
7,ATLANTEAN,4,1200,,36,TH KOH,HW TAN,HWA YI NO 3 STABLE,9,10,7,6.3,71
5,ATLANTEAN,8,1200,,34 (-2),TH KOH,HW TAN,HWA YI NO 3 STABLE,9,10,5,3.8,71
12,ATLANTIC ARROW,1,1200,,60,C GRYLLS,D LOGAN,SARKAR GOLDEN STABLE,3,5,12,19,76
3,ATLANTIC ARROW,5,1200,TT,60,APP WS CHAN,D LOGAN,SARKAR GOLDEN STABLE,3,4,3,2.2,74
1,ATLANTIC ARROW,9,1400,TT,60,B THOMPSON,D LOGAN,SARKAR GOLDEN STABLE,5,8,1,0,85
12,ATLANTIC ARROW,1,1600,TT,65,B THOMPSON,D LOGAN,SARKAR GOLDEN STABLE,7,11,12,53.1,108
14,ATLANTIC ARROW,11,1400,TT,65 (+5),APP WH KOK,D LOGAN,SARKAR GOLDEN STABLE,11,14,14,12.5,84
7,ATLANTIC ARROW,5,1400,TT,64,APP N ZYRUL,D LOGAN,SARKAR GOLDEN STABLE,8,8,7,5.4,84
11,ATLANTIC ARROW,3,1400,TT,62 (-2),B THOMPSON,D LOGAN,SARKAR GOLDEN STABLE,7,8,11,9,85
13,ATLANTIC ARROW,8,1600,TT,59 (-3),APP N ZYRUL,D LOGAN,SARKAR GOLDEN STABLE,14,14,13,12.6,98
1,ATLAS,3,1200,BB,,M RODD,C BROWN,RONALDO STABLE,5,6,1,0,71
1,ATLAS,1,1200,B,57,B THOMPSON,C BROWN,RONALDO STABLE,3,3,1,0,71
6,ATLAS,7,1200,B,62 (+5),M RODD,C BROWN,RONALDO STABLE,8,11,6,3.6,70
4,ATLAS,2,1200,B,61 (-1),R MAIA,C BROWN,RONALDO STABLE,9,10,4,4.3,71
4,ATLAS,6,1400,B,59 (-2),CC WONG,C BROWN,RONALDO STABLE,5,6,4,5,83
2,ATLAS,9,1400,B,57 (-2),R MAIA,C BROWN,RONALDO STABLE,7,5,2,2,82
9,ATLAS,11,1600,B,57 (-2),K A'ISISUHAIRI,C BROWN,RONALDO STABLE,7,6,9,6.3,97
2,ATLAS,13,1600,B,55 (-2),M KELLADY,C BROWN,RONALDO STABLE,2,1,2,1.5,96
11,ATLAS,5,1000,B,55 (-2),N ZYRUL,S BAERTSCHIGER,RONALDO STABLE,12,12,11,6.1,119
11,ATLAS,12,1400,B,53 (-2),M KELLADY,S BAERTSCHIGER,RONALDO STABLE,8,8,11,5.8,84
3,ATLAS,10,1600,B,51 (-2),APP WH KOK,S BAERTSCHIGER,RONALDO STABLE,3,3,3,1,96
3,ATLAS,3,1700,B,51 (-2),APP WH KOK,S BAERTSCHIGER,RONALDO STABLE,2,1,3,3.8,106
2,ATLAS,6,1700,B,51 (-2),APP WH KOK,S BAERTSCHIGER,RONALDO STABLE,2,1,2,0.5,71
2,ATLAS,4,1800,,52 (+1),M KELLADY,S BAERTSCHIGER,RONALDO STABLE,2,3,2,1.3,70
12,ATLAS,8,1600,B,52 (+1),M ZAKI,S BAERTSCHIGER,RONALDO STABLE,2,5,11,7.3,84
8,ATLAS,6,1200,TT,52 (+1),M ZAKI,S BAERTSCHIGER,RONALDO STABLE,6,7,6,5.7,83
6,ATLAS,4,1200,TT,50 (-2),M ZAKI,S BAERTSCHIGER,RONALDO STABLE,10,10,6,8.3,126
3,ATLAS,11,1400,TT,48 (-2),APP PH SEOW,S BAERTSCHIGER,RONALDO STABLE,3,3,12,7.7,72
2,ATLAS,8,1600,TT,48 (-2),APP PH SEOW,S BAERTSCHIGER,RONALDO STABLE,2,2,11,13.2,102
5,ATLAS,6,1800,TT,48 (-2),APP PH SEOW,S BAERTSCHIGER,RONALDO STABLE,1,2,6,3.2,107
4,ATLAS,11,1400,"B, TT",47 (-1),APP WH KOK,S BAERTSCHIGER,RONALDO STABLE,1,1,11,11.7,74
8,ATLAS,8,1600,"B, TT",47 (-1),M KELLADY,S BAERTSCHIGER,RONALDO STABLE,8,7,2,1.5,73
8,ATLAS,12,1200,TT,45 (-2),M ZAKI,S BAERTSCHIGER,RONALDO STABLE,12,8,10,12.8,74
2,ATLAS,2,1100,TT,43 (-2),M ZAKI,S BAERTSCHIGER,RONALDO STABLE,5,4,3,1.6,84
7,ATLAS,3,1200,TT,45 (+2),M ZAKI,S BAERTSCHIGER,RONALDO STABLE,6,6,9,6.1,98
5,ATLAS,6,1100,TT,44 (-1),K A'ISISUHAIRI,S BAERTSCHIGER,RONALDO STABLE,7,6,7,12.2,102
1,ATLAS,1,1200,TT,43 (-1),K A'ISISUHAIRI,S BAERTSCHIGER,RONALDO STABLE,2,2,8,8.8,73
6,ATLAS,12,1200,TT,50 (+7),K A'ISISUHAIRI,S BAERTSCHIGER,RONALDO STABLE,8,9,6,4.2,72
3,ATLAS,3,1600,TT,50 (+7),CC WONG,S BAERTSCHIGER,RONALDO STABLE,3,3,3,0.3,95
2,ATTENTION,11,1200,,,M RODD,C BROWN,BUFFALO STABLE,11,7,2,3.5,71
3,ATTENTION,1,1200,,,M RODD,C BROWN,BUFFALO STABLE,6,3,3,0.5,73
4,ATTENTION,10,1200,,,O PLACAIS,C BROWN,BUFFALO STABLE,6,12,4,3.4,73
8,ATTENTION,3,1400,,52,M RODD,C BROWN,BUFFALO STABLE,7,7,8,6.5,84
8,ATTENTION,5,1200,,51,B VORSTER,C BROWN,BUFFALO STABLE,10,8,8,9.5,71
3,ATTENTION,7,1200,,49 (-2),P MOLONEY,C BROWN,BUFFALO STABLE,9,8,3,3.1,71
6,ATTENTION,10,1200,BB,49 (-2),P MOLONEY,C BROWN,BUFFALO STABLE,12,9,6,3.8,71
4,ATTENTION,6,1400,B,49 (-2),M RODD,C BROWN,BUFFALO STABLE,7,6,4,4,84
2,ATTENTION,4,1600,,48 (-1),M RODD,C BROWN,BUFFALO STABLE,7,7,2,3.5,96
10,ATTENTION,4,2000,,48 (-1),A COLLETT,C BROWN,BUFFALO STABLE,8,9,10,16.4,123
8,ATTENTION,8,1800,B,46 (-2),APP M NIZAR,C BROWN,BUFFALO STABLE,2,3,8,4.4,111
7,ATTENTION,5,1400,B,44 (-2),M RODD,C BROWN,BUFFALO STABLE,7,8,7,5.2,85
7,ATTENTION,2,1600,,42 (-2),R MAIA,C BROWN,BUFFALO STABLE,9,12,7,4.6,97
8,ATTENTION,4,1200,,38 (-2),P MOLONEY,C BROWN,BUFFALO STABLE,10,11,8,4.4,72
10,ATTENTION,9,1200,,36 (-2),JP VAN DERMERWE,C BROWN,BUFFALO STABLE,10,11,10,7.3,74
3,ATTENTION,5,1200,,34 (-2),I SAIFUDIN,C BROWN,BUFFALO STABLE,9,9,3,3.8,73
7,ATTENTION,9,1200,,34 (-2),I SAIFUDIN,C BROWN,BUFFALO STABLE,12,12,7,4.5,72
9,AUGURIO,6,1200,WK,,M LERNER,H TAKAOKA,BIG VALLEY STABLE,6,7,2,0.8,73
9,AUGURIO,6,1100,WK,,T SEE,H TAKAOKA,BIG VALLEY STABLE,8,7,5,4.1,83
8,AUGURIO,9,1400,WK,,M LERNER,H TAKAOKA,BIG VALLEY STABLE,10,10,12,5.2,71
5,AUGURIO,2,1600,WK,46,S JOHN,H TAKAOKA,BIG VALLEY STABLE,6,5,10,8.1,85
10,AUGURIO,6,1400,WK,44 (-2),M LERNER,H TAKAOKA,BIG VALLEY STABLE,9,10,10,10.3,85
2,AUGUSTANO,7,1100,,,APP I AMIRUL,C BROWN,KING POWER STABLE,5,5,2,0.2,65
6,AUGUSTANO,6,1200,,,M RODD,C BROWN,KING POWER STABLE,8,9,6,5.4,71
1,AUGUSTANO,2,1200,,,B VORSTER,C BROWN,KING POWER STABLE,2,2,1,0,72
1,AUGUSTANO,12,1200,,55,M NUNES,C BROWN,KING POWER STABLE,1,1,1,0,72
4,AUGUSTANO,10,1200,,61,M RODD,C BROWN,KING POWER STABLE,1,1,4,3.4,72
2,AUGUSTANO,6,1200,,66,C GRYLLS,DL FREEDMAN,KING POWER STABLE,5,3,2,0.1,72
1,AUGUSTANO,2,1200,,67,G BOSS,DL FREEDMAN,KING POWER STABLE,1,1,1,0,73
1,AUGUSTANO,4,1100,,72,G BOSS,DL FREEDMAN,KING POWER STABLE,1,1,1,0,66
4,AUGUSTANO,12,1200,,77,G BOSS,DL FREEDMAN,KING POWER STABLE,6,7,4,1.5,70
9,AUGUSTANO,6,1000,,77,V DURIC,DL FREEDMAN,KING POWER STABLE,4,4,9,7.8,60
5,AUGUSTANO,6,1200,BB,77,K A'ISISUHAIRI,DL FREEDMAN,KING POWER STABLE,1,1,5,3.3,72
2,AUGUSTANO,8,1200,B,76,K A'ISISUHAIRI,DL FREEDMAN,KING POWER STABLE,2,1,2,1,69
3,AUGUSTANO,4,1100,B,78,A COLLETT,DL FREEDMAN,KING POWER STABLE,5,5,3,1.3,66
7,AUGUSTANO,1,1200,B,79,K A'ISISUHAIRI,DL FREEDMAN,KING POWER STABLE,1,2,7,3.2,70
1,AUGUSTANO,5,1200,B,78,APP WH KOK,DL FREEDMAN,KING POWER STABLE,1,1,1,0,70
3,AUGUSTANO,4,1100,B,83,APP I AMIRUL,DL FREEDMAN,KING POWER STABLE,2,2,3,1.3,66
7,AUGUSTANO,9,1400,,83,V DURIC,DL FREEDMAN,KING POWER STABLE,1,1,7,2.9,83
5,AUGUSTANO,6,1100,,82,D MOOR,DL FREEDMAN,KING POWER STABLE,3,3,5,4.9,66
9,AUGUSTANO,6,1200,,81 (-1),APP R ISKANDAR,DL FREEDMAN,KING POWER STABLE,6,9,9,6.7,70
1,AUGUSTANO,10,1200,B,79,APP WH KOK,DL FREEDMAN,KING POWER STABLE,2,2,1,0,71
1,AUGUSTANO,6,1200,B,84 (+5),APP WH KOK,DL FREEDMAN,KING POWER STABLE,1,1,1,0,70
1,AUGUSTANO,2,1200,B,89 (+5),APP WH KOK,DL FREEDMAN,KING POWER STABLE,2,2,1,0,71
9,AUGUSTANO,2,1200,B,94 (+5),APP WH KOK,DL FREEDMAN,KING POWER STABLE,2,4,9,4.4,70
10,AUGUSTANO,9,1200,B,94 (+5),APP N ZYRUL,DL FREEDMAN,KING POWER STABLE,1,1,10,7.7,72
8,AUGUSTANO,5,1100,B,93 (-1),B MERTENS,DL FREEDMAN,KING POWER STABLE,2,6,8,6.5,65
9,AUGUSTANO,6,1200,B,91 (-2),APP R ISKANDAR,DL FREEDMAN,KING POWER STABLE,2,7,9,18.5,72
5,AUGUSTANO,1,1100,B,89 (-2),APP R ISKANDAR,DL FREEDMAN,KING POWER STABLE,4,5,5,5.1,66
7,AUGUSTANO,11,1200,B,87 (-2),JP VAN DERMERWE,DL FREEDMAN,KING POWER STABLE,3,5,7,4.3,72
4,AUGUSTANO,11,1100,B,85 (-2),JP VAN DERMERWE,DL FREEDMAN,KING POWER STABLE,1,2,4,3.1,65
5,AUGUSTANO,3,1200,B,84 (-1),APP WH KOK,DL FREEDMAN,KING POWER STABLE,2,1,5,3.3,71
10,AUGUSTANO,9,1100,B,84 (-1),APP WH KOK,DL FREEDMAN,KING POWER STABLE,8,8,10,7.7,65
12,AUGUSTANO,6,1200,B,82 (-2),APP R ISKANDAR,DL FREEDMAN,KING POWER STABLE,2,3,12,5.2,70
10,AUGUSTANO,11,1100,B,80 (-2),M ZAKI,DL FREEDMAN,KING POWER STABLE,2,3,10,5.4,65
4,AUGUSTANO,13,1200,TT,79 (-1),APP R ISKANDAR,DL FREEDMAN,KING POWER STABLE,7,7,4,4.3,70
1,AUGUSTANO,3,1400,TT,77 (-2),APP R ISKANDAR,DL FREEDMAN,KING POWER STABLE,1,1,1,0,83
13,AUGUSTANO,9,1200,TT,83 (+6),D BEASLEY,M WALKER,KING POWER STABLE,4,9,13,11.7,71
11,AUGUSTANO,2,1200,TT,83 (+6),M ZAKI,M WALKER,KING POWER STABLE,3,3,11,9.9,71
8,AUGUSTANO,8,1400,TT,82 (-1),APP PH SEOW,M WALKER,KING POWER STABLE,1,2,8,7.8,83
7,AUGUSTANO,1,1100,TT,80 (-2),APP PH SEOW,M WALKER,KING POWER STABLE,5,4,7,4.6,65
12,AUGUSTANO,13,1200,TT,79 (-1),APP PH SEOW,M WALKER,KING POWER STABLE,12,13,9,5.5,73
2,AUGUSTANO,8,1400,TT,77 (-2),APP PH SEOW,M WALKER,KING POWER STABLE,4,3,6,2.4,71
6,AUGUSTANO,9,1200,TT,78 (+1),APP PH SEOW,M WALKER,KING POWER STABLE,2,6,3,1.3,84
9,AUGUSTANO,2,1200,TT,77 (-1),S SHAFRIZAL,M WALKER,KING POWER STABLE,4,5,9,3.8,109
9,AUGUSTANO,9,1400,TT,75 (-2),CC WONG,M WALKER,KING POWER STABLE,6,6,12,9.3,73
3,AUGUSTANO,10,1200,"BP1, TT",73 (-2),R SHAFIQ,M WALKER,KING POWER STABLE,11,5,3,1.6,122
