Pl,horse_name,bar,Track,Gear,Rtg,jockey,trainer,Owner,Last 800m,Last 400m,Final,Second,total second to finish
10,SUPER SPEED,2,1200,,48 (-1),I SAIFUDIN,S BURRIDGE,MMW STABLE,7,5,10,6.7,71
9,SUPER SPEED,4,1400,,46 (-2),I SAIFUDIN,S BURRIDGE,MMW STABLE,8,8,9,4.9,83
1,SUPER SPEED,5,1200,B,44 (-2),APP WH KOK,S BURRIDGE,MMW STABLE,5,4,1,0,73
7,SUPER SPEED,14,1400,B,49 (+5),APP WH KOK,S BURRIDGE,MMW STABLE,1,2,7,4.7,83
7,SUPER SPEED,10,1400,B,49 (+5),APP WH KOK,S BURRIDGE,MMW STABLE,9,9,7,6.9,84
7,SUPER SPEED,6,1200,B,48 (-1),APP WH KOK,S BURRIDGE,MMW STABLE,7,8,7,6.3,72
3,SUPER SPEED,11,1200,B,46 (-2),APP WH KOK,S BURRIDGE,MMW STABLE,7,4,3,2.6,72
2,SUPER SPEED,9,1400,B,46 (-2),R MUNGER,S BURRIDGE,MMW STABLE,4,6,2,0.5,84
1,SUPER SPEED,1,1200,B,47 (+1),J POWELL,S BURRIDGE,MMW STABLE,3,1,1,0,72
10,SUPER SPEED,2,1400,B,52 (+5),CC WONG,S BURRIDGE,MMW STABLE,10,9,10,29.6,90
7,SUPER SPEED,6,1200,B,52 (+5),CC WONG,S BURRIDGE,MMW STABLE,8,8,7,7.2,72
10,SUPER SPEED,12,1200,,51 (-1),APP WH KOK,S BURRIDGE,MMW STABLE,9,11,10,11.5,73
14,SUPER SPEED,4,1200,,49 (-2),APP WH KOK,S BURRIDGE,MMW STABLE,11,13,14,12.4,72
11,SUPER SPEED,3,1100,B,48 (-1),APP WH KOK,S BURRIDGE,MMW STABLE,10,12,11,12.2,67
6,SUPER SPEED,5,1200,B,46 (-2),JP VAN DERMERWE,S BURRIDGE,MMW STABLE,8,8,6,5.2,72
6,SUPER SPEED,3,1200,B,44 (-2),APP WH KOK,S BURRIDGE,MMW STABLE,6,7,6,1.8,105
11,SUPER SPEED,5,1200,"B, TT",43 (-1),APP WH KOK,S BURRIDGE,MMW STABLE,10,11,2,1.5,99
10,SUPER SPEED,8,1200,"B, TT",41 (-2),APP WH KOK,S BURRIDGE,MMW STABLE,8,10,8,4.7,85
7,SUPER SPEED,6,1200,"B, TT",39 (-2),APP WH KOK,S BURRIDGE,MMW STABLE,10,10,4,2.6,70
10,SUPER SPEED,9,1200,"B, TT",37 (-2),APP WH KOK,S BURRIDGE,MMW STABLE,6,6,7,5.7,70
11,SUPER SPEED,11,1200,"B, TT",35 (-2),APP WH KOK,S BURRIDGE,MMW STABLE,12,12,9,8.5,101
10,SUPER SPEED,12,1400,TT,33 (-2),APP WH KOK,S BURRIDGE,MMW STABLE,5,10,4,0.6,60
10,SUPER SPEED,6,1400,TT,31 (-2),K A'ISISUHAIRI,S BURRIDGE,MMW STABLE,10,10,6,3.5,82
5,SUPER SPEED,6,1200,"B, TT",29 (-2),I AMIRUL,S BURRIDGE,MMW STABLE,8,8,8,7.9,67
3,SUPER SPEED,12,1400,"B, TT",27 (-2),APP WH KOK,S BURRIDGE,MMW STABLE,9,8,8,4.1,94
8,SUPER SPEED,8,1200,"B, TT",27 (-2),APP WH KOK,S BURRIDGE,MMW STABLE,11,10,2,0.3,82
8,SUPER SPEED,5,1400,"B, TT",25 (-2),APP WH KOK,S BURRIDGE,MMW STABLE,4,6,5,3.1,71
9,SUPER SPUR,1,1200,B,30,APP S SHAFRIZAL,T KIESER,QC RACING STABLE,6,8,9,9.5,75
3,SUPER TALENT,10,1100,,58,R WOODWORTH,KY YOUNG,LUCKY BLUE STABLE,8,8,3,3.1,66
3,SUPER TALENT,2,1200,,58,APP CC WONG,KY YOUNG,LUCKY BLUE STABLE,6,4,3,1,71
5,SUPER TALENT,9,1200,,58,R WOODWORTH,KY YOUNG,LUCKY BLUE STABLE,7,5,5,1.2,71
3,SUPER TALENT,8,1200,,57,R WOODWORTH,KY YOUNG,LUCKY BLUE STABLE,2,2,3,1.3,71
4,SUPER TALENT,12,1200,,57,T REHAIZAT,KY YOUNG,LUCKY BLUE STABLE,12,12,4,1.8,72
2,SUPER TALENT,2,1200,,55,R WOODWORTH,KY YOUNG,LUCKY BLUE STABLE,4,4,2,2.5,72
3,SUPER TALENT,7,1400,BB,55,R WOODWORTH,KY YOUNG,LUCKY BLUE STABLE,3,2,3,5,83
6,SUPER TALENT,2,1400,,55 (-2),APP WH KOK,KY YOUNG,LUCKY BLUE STABLE,6,6,6,5.5,84
6,SUPER TALENT,12,1200,,53 (-2),CC WONG,KY YOUNG,LUCKY BLUE STABLE,12,12,6,4,72
6,SUPER TALENT,8,1400,,51 (-2),R WOODWORTH,KY YOUNG,LUCKY BLUE STABLE,6,4,6,4.6,84
9,SUPER TALENT,11,1000,,49 (-2),M ZAKI,KY YOUNG,LUCKY BLUE STABLE,11,11,9,4.6,60
8,SUPER TALENT,4,1000,,48 (-1),M ZAKI,KY YOUNG,LUCKY BLUE STABLE,10,8,8,5.3,60
12,SUPER TALENT,8,1000,,46 (-2),M ZAKI,KY YOUNG,LUCKY BLUE STABLE,12,12,12,10.8,61
2,SUPER TALENT,2,1200,,44 (-2),R WOODWORTH,KY YOUNG,LUCKY BLUE STABLE,3,3,2,0.5,74
8,SUPER TALENT,5,1200,,46 (+2),S JOHN,KY YOUNG,LUCKY BLUE STABLE,12,11,8,11.6,75
10,SUPER TALENT,12,1200,,46 (+2),S JOHN,KY YOUNG,LUCKY BLUE STABLE,11,10,10,9.5,74
4,SUPER TALENT,1,1000,,44 (-2),S JOHN,KY YOUNG,LUCKY BLUE STABLE,11,7,4,2.8,60
2,SUPER TALENT,1,1200,,42 (-2),S JOHN,KY YOUNG,LUCKY BLUE STABLE,5,5,2,2,74
7,SUPER TALENT,1,1200,,42 (-2),S JOHN,KY YOUNG,LUCKY BLUE STABLE,8,8,7,4.9,74
2,SUPER TALENT,3,1200,,42 (-2),M EWE,KY YOUNG,LUCKY BLUE STABLE,3,2,2,0.1,73
5,SUPER TALENT,2,1200,,43 (+1),R WOODWORTH,KY YOUNG,LUCKY BLUE STABLE,8,5,5,5.2,73
8,SUPER TALENT,4,1200,,42 (-1),S JOHN,KY YOUNG,LUCKY BLUE STABLE,11,11,8,3.6,73
9,SUPER TALENT,7,1400,,40 (-2),R MAIA,KY YOUNG,LUCKY BLUE STABLE,2,2,9,7.9,88
1,SUPER TALENT,2,1100,,38 (-2),S JOHN,KY YOUNG,LUCKY BLUE STABLE,6,5,1,0,66
3,SUPER TALENT,7,1100,,43 (+5),R WOODWORTH,KY YOUNG,LUCKY BLUE STABLE,5,6,3,2.8,66
1,SUPER TALENT,2,1200,,43 (+5),S JOHN,KY YOUNG,LUCKY BLUE STABLE,5,6,1,0,72
9,SUPER TALENT,4,1200,,48 (+5),S JOHN,KY YOUNG,LUCKY BLUE STABLE,12,11,9,7.6,74
13,SUPER TALENT,9,1200,,48 (+5),J SEE,KY YOUNG,LUCKY BLUE STABLE,12,13,13,8.6,72
8,SUPER TALENT,10,1600,,47 (-1),J SEE,KY YOUNG,LUCKY BLUE STABLE,9,9,8,15.8,100
2,SUPER TALENT,11,1100,,45 (-2),T SEE,KY YOUNG,LUCKY BLUE STABLE,4,4,2,3.5,65
11,SUPER TALENT,10,1200,,45 (-2),I SAIFUDIN,KY YOUNG,LUCKY BLUE STABLE,9,9,11,9.4,72
6,SUPER TALENT,8,1200,,43 (-2),T SEE,KY YOUNG,LUCKY BLUE STABLE,8,9,6,4.4,72
5,SUPER TALENT,2,1200,,41 (-2),S JOHN,KY YOUNG,LUCKY BLUE STABLE,9,10,5,1.4,66
11,SUPER TALENT,10,1200,,40 (-1),S JOHN,KY YOUNG,LUCKY BLUE STABLE,12,12,11,10.4,73
8,SUPER TALENT,3,1200,,38 (-2),APP R ISKANDAR,KY YOUNG,LUCKY BLUE STABLE,12,12,4,5.8,84
4,SUPER TALENT,5,1200,,38 (-2),S JOHN,KY YOUNG,LUCKY BLUE STABLE,5,5,3,0.7,70
11,SUPER TALENT,8,1100,,38 (-2),O CHAVEZ,KY YOUNG,LUCKY BLUE STABLE,9,11,4,5.1,72
8,SUPER TALENT,4,1200,,36 (-2),O CHAVEZ,KY YOUNG,LUCKY BLUE STABLE,6,5,4,2,71
4,SUPER TALENT,10,1200,,34 (-2),CC WONG,KY YOUNG,LUCKY BLUE STABLE,11,11,7,3.4,66
7,SUPER TALENT,7,1200,,32 (-2),S JOHN,KY YOUNG,LUCKY BLUE STABLE,9,9,10,10.2,67
11,SUPER TALENT,3,1200,,30 (-2),S JOHN,KY YOUNG,LUCKY BLUE STABLE,11,11,10,7.6,71
4,SUPER TALENT,3,1200,,28 (-2),I AMIRUL,KY YOUNG,LUCKY BLUE STABLE,10,9,1,0,70
3,SUPER TALENT,7,1200,,27 (-1),R STEWART,KY YOUNG,LUCKY BLUE STABLE,8,9,6,2.1,96
7,SUPER TALENT,1,1200,B,27 (-1),APP R ISKANDAR,KY YOUNG,LUCKY BLUE STABLE,4,4,11,23.6,100
1,SUPER TALENT,5,1100,,25 (-2),R STEWART,R LIM,LUCKY BLUE STABLE,7,7,7,2.8,98
5,SUPER TALENT,2,1100,,31 (+6),R STEWART,R LIM,LUCKY BLUE STABLE,6,9,6,3.8,82
10,SUPER TALENT,11,1200,,31 (+6),TH KOH,R LIM,LUCKY BLUE STABLE,11,10,11,7.4,83
3,SUPER TALENT,9,1200,,30 (-1),R WOODWORTH,R LIM,LUCKY BLUE STABLE,6,7,8,6.1,66
8,SUPER TALENT,7,1200,,30 (-1),APP F YUSOFF,R LIM,LUCKY BLUE STABLE,10,10,6,10.3,84
2,SUPER TALENT,7,1400,,28 (-2),TH KOH,R LIM,LUCKY BLUE STABLE,9,9,2,0.3,84
10,SUPER TRIPLE ACE,6,1200,,44,M EWE,L KHOO,EZARO STABLE,6,10,10,37.8,77
6,SUPER TYCOON,11,1200,,,D BEASLEY,D MEAGHER,NUMBER ONE STABLE,3,3,6,3.4,71
2,SUPER TYCOON,14,1200,,,M NUNES,D MEAGHER,NUMBER ONE STABLE,7,6,2,0.8,71
4,SUPER TYCOON,11,1400,TT,,M NUNES,D MEAGHER,NUMBER ONE STABLE,10,7,4,1.2,83
3,SUPER TYCOON,9,1200,,49,N JUGLALL,R LE GRANGE,NUMBER ONE STABLE,6,6,3,2.4,71
3,SUPER TYCOON,6,1200,SR,49,N JUGLALL,R LE GRANGE,NUMBER ONE STABLE,1,2,3,1.5,71
1,SUPER TYCOON,3,1400,SR,50,B VORSTER,R LE GRANGE,NUMBER ONE STABLE,1,1,1,0,83
8,SUPER TYCOON,1,1400,SR,56,B VORSTER,R LE GRANGE,NUMBER ONE STABLE,3,4,8,5.6,84
3,SUPER TYCOON,10,1700,SR,56,B VORSTER,R LE GRANGE,NUMBER ONE STABLE,2,2,3,1.1,106
4,SUPER TYCOON,1,1600,SR,56,N JUGLALL,R LE GRANGE,NUMBER ONE STABLE,1,1,4,2.7,99
2,SUPER TYCOON,3,1400,SR,61,B VORSTER,R LE GRANGE,NUMBER ONE STABLE,3,2,2,0.3,83
1,SUPER TYCOON,3,1400,SR,61,A MUNRO,R LE GRANGE,NUMBER ONE STABLE,4,3,1,0,83
5,SUPER TYCOON,2,1400,SR,67,B VORSTER,R LE GRANGE,NUMBER ONE STABLE,4,4,5,5.1,83
5,SUPER TYCOON,5,1800,SR,67,B VORSTER,R LE GRANGE,NUMBER ONE STABLE,8,8,5,5.2,109
4,SUPER TYCOON,8,1200,SR,66,H TURNER,R LE GRANGE,NUMBER ONE STABLE,7,6,4,3,69
9,SUPER TYCOON,8,1200,SR,66,B VORSTER,R LE GRANGE,NUMBER ONE STABLE,10,10,9,4.8,70
12,SUPER TYCOON,6,1400,SR,65,N JUGLALL,R LE GRANGE,NUMBER ONE STABLE,3,6,12,9.4,84
9,SUPER TYCOON,1,1200,SR,63,B VORSTER,R LE GRANGE,NUMBER ONE STABLE,10,9,9,5.8,73
6,SUPER TYCOON,1,1400,SR,61,APP T KRISNA,R LE GRANGE,NUMBER ONE STABLE,4,3,6,5.6,83
4,SUPER TYCOON,1,1400,SR,59,B VORSTER,R LE GRANGE,NUMBER ONE STABLE,3,3,4,2.2,84
9,SUPER TYCOON,6,1600,SR,57,D MOOR,R LE GRANGE,NUMBER ONE STABLE,6,9,9,8.4,97
1,SUPER TYCOON,6,1400,SR,55,B THOMPSON,R LE GRANGE,NUMBER ONE STABLE,6,7,1,0,83
7,SUPER TYCOON,6,1400,SR,61,B THOMPSON,R LE GRANGE,NUMBER ONE STABLE,10,8,7,3.9,83
5,SUPER TYCOON,9,1200,SR,61,N JUGLALL,R LE GRANGE,NUMBER ONE STABLE,10,11,5,5.6,73
3,SUPER TYCOON,9,1400,SR,60 (-1),APP T KRISNA,R LE GRANGE,NUMBER ONE STABLE,7,6,3,3.6,83
1,SUPER TYCOON,8,1400,SR,60,M RODD,R LE GRANGE,NUMBER ONE STABLE,7,7,1,0,82
7,SUPER TYCOON,11,1400,SR,67,C MURRAY,R LE GRANGE,NUMBER ONE STABLE,4,2,7,4.4,84
10,SUPER TYCOON,2,1400,SR,67 (+7),W PIKE,R LE GRANGE,NUMBER ONE STABLE,9,9,10,7.2,84
7,SUPER TYCOON,4,1400,SR,66 (-1),APP T KRISNA,R LE GRANGE,NUMBER ONE STABLE,10,9,7,3.6,83
5,SUPER TYCOON,3,1400,SR,64 (-2),B THOMPSON,R LE GRANGE,NUMBER ONE STABLE,9,7,5,5.1,83
3,SUPER TYCOON,9,1400,SR,62 (-2),V DURIC,R LE GRANGE,NUMBER ONE STABLE,13,11,3,2,83
6,SUPER TYCOON,2,1600,SR,62 (-2),B VORSTER,R LE GRANGE,NUMBER ONE STABLE,6,8,6,5.3,96
6,SUPER VELOX,5,1100,B,23,APP CC WONG,ZL MOK,SHIWANAND S/O THANGAVELU,9,7,6,2.6,67
8,SUPER VELOX,10,1600,B,23,TH KOH,ZL MOK,SHIWANAND S/O THANGAVELU,7,10,8,10.6,101
9,SUPER VELOX,1,1700,B,22,TH KOH,ZL MOK,SHIWANAND S/O THANGAVELU,2,4,9,10,109
5,SUPER VELOX,1,1600,B,22,TH KOH,ZL MOK,SHIWANAND S/O THANGAVELU,2,3,5,5.3,101
7,SUPER VELOX,4,1700,B,22,TH KOH,ZL MOK,SHIWANAND S/O THANGAVELU,2,4,7,8.2,108
98,SUPER VELOX,6,1800,B,22,TH KOH,ZL MOK,SHIWANAND S/O THANGAVELU,98,98,98,0,
9,SUPER WARRIOR,9,1100,,61,M EWE,D MEAGHER,SUPER TEAM STABLE,6,5,9,7,66
2,SUPER WINNER,5,1200,,108,APP Y SALIM,T KIESER,SOH SENG LYE,5,5,2,0.5,72
3,SUPER WINNER,2,1200,,108,G BOSS,T KIESER,SOH SENG LYE,4,4,3,1,69
6,SUPER WINNER,4,1100,,108,R ZAWARI,T KIESER,SOH SENG LYE,7,7,6,5,65
4,SUPER WINNER,8,1200,,108,N JUGLALL,T KIESER,SOH SENG LYE,2,3,4,2.4,69
13,SUPER WINNER,3,1400,,108,O PLACAIS,T KIESER,SOH SENG LYE,7,8,13,10.4,83
2,SUPER WINNER,3,1200,,107,M RODD,T KIESER,SOH SENG LYE,3,3,2,1.5,70
11,SUPER WINNER,2,1200,,113,O PLACAIS,DL FREEDMAN,SOH SENG LYE,6,11,11,21.5,72
8,SUPER WINNER,9,1200,,113,S NOH,D HILL,SOH SENG LYE,7,9,8,7.2,72
8,SUPER WINNER,12,1200,"BB, TT",112 (-1),S NOH,D HILL,SOH SENG LYE,1,1,8,6.3,72
5,SUPER WINNER,6,1200,"B, TT",110,S NOH,D HILL,SOH SENG LYE,7,9,5,3.1,70
8,SUPER WINNER,2,1200,,108,S NOH,D HILL,SOH SENG LYE,7,9,8,8.5,71
14,SUPER WINNER,6,1200,B,106 (-2),M LERNER,D HILL,SOH SENG LYE,10,11,14,10.6,71
11,SUPER WINNER,10,1200,B,103 (-3),TH KOH,D HILL,SOH SENG LYE,1,5,11,13.6,71
8,SUPER WINNER,4,1100,B,100,APP A SYAHIR,J LIM,SOH SENG LYE,1,6,8,5.7,65
11,SUPER WINNER,3,1100,,97,APP A SYAHIR,J LIM,SOH SENG LYE,6,8,11,12.9,66
8,SUPERIOR COAT,4,1000,,,JP VAN DERMERWE,D KOH,JJL STABLE,4,4,8,9.7,61
10,SUPERIOR COAT,1,1000,,,K A'ISISUHAIRI,D KOH,JJL STABLE,6,4,10,11.5,61
9,SUPERIOR COAT,10,1200,,,T REHAIZAT,D KOH,JJL STABLE,9,11,9,10.6,72
9,SUPERIOR COAT,6,1000,,46,P MOLONEY,D KOH,JJL STABLE,10,9,9,10.6,61
2,SUPERIOR COAT,9,1200,,44 (-2),S NOH,D KOH,JJL STABLE,6,5,2,1.5,73
6,SUPERIOR COAT,14,1200,,48 (+4),S NOH,D KOH,JJL STABLE,14,14,6,4,71
7,SUPERIOR COAT,4,1200,,47 (-1),S NOH,D KOH,JJL STABLE,12,12,7,10,74
7,SUPERIOR COAT,9,1200,BB,45 (-2),S NOH,D KOH,JJL STABLE,12,12,7,8.9,73
12,SUPERIOR COAT,9,1200,B,43 (-2),L BEUZELIN,D KOH,JJL STABLE,11,11,12,7.8,72
10,SUPERIOR COAT,5,1400,B,41 (-2),T REHAIZAT,D KOH,JJL STABLE,7,10,10,9.9,88
6,SUPERIOR COAT,2,1100,B,39 (-2),M ZAKI,D KOH,JJL STABLE,1,1,6,6.7,70
8,SUPERIOR COAT,3,1200,B,37 (-2),M ZAKI,D KOH,JJL STABLE,4,5,11,11.9,74
5,SUPERIOR COAT,10,1600,B,35 (-2),APP K HAKIM,D KOH,JJL STABLE,2,4,7,6.5,101
2,SUPERIOR COAT,8,1200,B,33 (-2),M ZAKI,D KOH,JJL STABLE,3,2,10,15,68
2,SUPERIOR COAT,10,1200,B,34 (+1),M ZAKI,D KOH,JJL STABLE,2,2,12,6.2,60
6,SUPERIOR COAT,3,1200,B,36 (+2),M ZAKI,D KOH,JJL STABLE,3,4,10,7.8,73
1,SUPERIOR COAT,4,1200,B,35 (-1),M NUNES,D KOH,JJL STABLE,2,1,2,0.3,70
11,SUPERIOR COAT,3,1200,B,42 (+7),T REHAIZAT,D KOH,JJL STABLE,6,6,12,8.6,85
8,SUPERIOR COAT,4,1200,B,42 (+7),APP R ISKANDAR,D KOH,JJL STABLE,4,5,4,8.9,101
10,SUPERIOR COAT,9,1200,B,41 (-1),T SEE,D KOH,JJL STABLE,5,10,1,0,74
12,SUPERIOR COAT,3,1200,B,39 (-2),APP K FAIZ,D KOH,JJL STABLE,6,7,5,3.7,60
6,SUPERIOR COAT,6,1200,B,37 (-2),APP R ISKANDAR,D KOH,JJL STABLE,4,4,5,1.9,71
1,SUPERIOR COAT,4,1200,B,35 (-2),M NUNES,D KOH,JJL STABLE,4,3,10,9.1,84
9,SUPERIOR COAT,2,1100,B,43 (+8),APP K FAIZ,D KOH,JJL STABLE,9,8,2,0.3,96
8,SUPERIOR COAT,3,1100,B,43 (+8),APP K FAIZ,D KOH,JJL STABLE,7,6,12,15.9,86
8,SUPERLATIVE,3,1200,,,APP J SEE,C BROWN,CHELSEA STABLE,2,3,8,13.5,72
1,SUPERLATIVE,1,1200,EM,,JP VAN DERMERWE,C BROWN,CHELSEA STABLE,3,2,1,0,71
10,SUPERLATIVE,3,1400,EM,55,A COLLETT,C BROWN,CHELSEA STABLE,2,4,10,7.7,84
5,SUPERLATIVE,11,1200,EM,55,JP VAN DERMERWE,C BROWN,CHELSEA STABLE,11,11,5,2.8,70
5,SUPERLATIVE,3,1200,EM,54 (-1),JP VAN DERMERWE,C BROWN,CHELSEA STABLE,3,2,5,4,70
2,SUPERLATIVE,2,1200,EM,52 (-2),JP VAN DERMERWE,C BROWN,CHELSEA STABLE,10,11,2,1,72
10,SUPERLATIVE,4,1200,EM,52 (-2),CC WONG,R LE GRANGE,CHELSEA STABLE,10,11,10,8,71
2,SUPERLATIVE,11,1600,EM,51 (-1),APP T KRISNA,R LE GRANGE,CHELSEA STABLE,1,1,2,0.8,96
12,SUPERLATIVE,12,1700,EM,51 (-1),APP T KRISNA,R LE GRANGE,CHELSEA STABLE,1,5,12,28.7,110
14,SUPERLATIVE,1,1400,EM,51 (-1),S SHAFRIZAL,R LE GRANGE,CHELSEA STABLE,1,3,14,13,101
13,SUPERLATIVE,11,1400,EM,49 (-2),APP T KRISNA,R LE GRANGE,CHELSEA STABLE,6,6,4,2.5,70
11,SUPERLATIVE,1,1400,EM,48 (-1),K A'ISISUHAIRI,R LE GRANGE,CHELSEA STABLE,5,4,5,4.5,73
1,SUPERLATIVE,6,1600,EM,47 (-1),R SHAFIQ,R LE GRANGE,CHELSEA STABLE,5,5,6,3.5,72
3,SUPERLATIVE,4,1400,EM,53 (+6),APP T KRISNA,R LE GRANGE,CHELSEA STABLE,1,1,2,0.8,83
2,SUPERLATIVE,9,1000,EM,53 (+6),K A'ISISUHAIRI,R LE GRANGE,CHELSEA STABLE,7,7,1,0,72
2,SUPERLATIVE,1,1600,EM,53 (+6),K A'ISISUHAIRI,R LE GRANGE,CHELSEA STABLE,1,1,2,1,81
8,SUPERLATIVE,3,1400,EM,53 (+6),K A'ISISUHAIRI,R LE GRANGE,CHELSEA STABLE,1,3,5,4.4,73
10,SUPERLATIVE,3,1200,EM,52 (-1),K A'ISISUHAIRI,R LE GRANGE,CHELSEA STABLE,8,8,7,6.4,73
9,SUPERLATIVE,5,1200,EM,50 (-2),APP T KRISNA,R LE GRANGE,CHELSEA STABLE,9,8,8,6.1,73
5,SUPERLATIVE,1,1400,EM,48 (-2),M NUNES,R LE GRANGE,CHELSEA STABLE,6,6,4,3.4,108
5,SUPERLATIVE,11,1600,EM,47 (-1),L BEUZELIN,R LE GRANGE,CHELSEA STABLE,3,2,6,1.9,83
9,SUPERLATIVE,7,1600,EM,47 (-1),L BEUZELIN,R LE GRANGE,CHELSEA STABLE,3,5,5,2.9,85
8,SUPERMAN,7,1200,WK,,APP K HAKIM,D LOGAN,DONNA MARIE LOGAN,11,11,8,11.9,73
8,SUPERMAN,9,1200,WK,,APP K HAKIM,D LOGAN,DONNA MARIE LOGAN,10,10,8,7.5,73
3,SUPERMAN,8,1200,WK,,APP F YUSOFF,D LOGAN,DONNA MARIE LOGAN,8,8,3,0.9,73
8,SUPERMAN,3,1200,"BP1, EM",46,APP F YUSOFF,D LOGAN,DONNA MARIE LOGAN,5,7,8,6.8,74
7,SUPERMAN,9,1200,"BP, EM",44 (-2),APP F YUSOFF,D LOGAN,DONNA MARIE LOGAN,10,10,7,8.9,72
3,SUPERMAN,2,1200,"PP, EM",42 (-2),APP R ISKANDAR,D LOGAN,DONNA MARIE LOGAN,7,6,3,3,72
5,SUPERMART,8,1100,"B, TT",45,APP CC WONG,D HILL,REGINA SUZANNE HILL,4,4,5,2.6,66
10,SUPERMART,4,1100,"B, TT",45,B VORSTER,D HILL,REGINA SUZANNE HILL,9,5,10,8.4,67
6,SUPERMART,8,1200,"B, TT",44,APP CC WONG,D HILL,REGINA SUZANNE HILL,9,9,6,3.7,72
12,SUPERMART,6,1100,"B, TT",44,APP CC WONG,D HILL,REGINA SUZANNE HILL,9,11,12,15.9,70
7,SUPERMART,4,1400,"B, TT",43,APP K NUH,D HILL,REGINA SUZANNE HILL,6,6,7,7.3,85
4,SUPERMART,3,1200,"B, TT",47,APP K NUH,D HILL,REGINA SUZANNE HILL,9,6,4,2.2,71
12,SUPERMART,4,1200,"B, TT",47,APP K NUH,D HILL,REGINA SUZANNE HILL,13,12,12,9.3,72
1,SUPERMART,6,1400,"B, TT",45,B VORSTER,D HILL,REGINA SUZANNE HILL,6,4,1,0,84
6,SUPERMART,7,1400,"B, TT",50,V DURIC,D HILL,REGINA SUZANNE HILL,8,6,6,1.5,83
5,SUPERMART,3,1400,"B, TT",50,B VORSTER,D HILL,REGINA SUZANNE HILL,7,7,5,2.2,83
3,SUPERMART,4,1400,"B, TT",49,B VORSTER,D HILL,REGINA SUZANNE HILL,9,9,3,1.5,83
2,SUPERMAX,5,1200,BB,,R WOODWORTH,D KOK,KU CHUN WAY,1,1,2,4.8,70
11,SUPERMAX,4,1200,B,,R WOODWORTH,D KOK,KU CHUN WAY,2,4,11,17.1,73
2,SUPERMAX,9,1200,B,,CC WONG,D MEAGHER,KU CHUN WAY,3,2,2,0.3,71
1,SUPERMAX,11,1000,B,53,CC WONG,D MEAGHER,KU CHUN WAY,1,1,1,0,119
5,SUPERMAX,6,1100,B,58 (+5),CC WONG,D MEAGHER,KU CHUN WAY,2,1,5,5.2,66
9,SUPERMAX,5,1200,,58 (+5),I AZHAR,J LIM,KU CHUN WAY,5,6,9,7.3,71
10,SUPERMAX,5,1100,B,57 (-1),S JOHN,J LIM,KU CHUN WAY,1,2,10,7.5,66
7,SUPERMAX,9,1000,B,55 (-2),APP ZX TAN,J LIM,KU CHUN WAY,5,6,7,2.7,119
7,SUPERMAX,7,1400,B,53 (-2),APP ZX TAN,J LIM,KU CHUN WAY,2,1,7,18.7,88
4,SUPERMAX,11,1100,B,53 (-2),S JOHN,J LIM,KU CHUN WAY,7,6,4,2.8,65
2,SUPERMAX,10,1200,,52 (-1),TH KOH,J LIM,KU CHUN WAY,6,5,2,0.2,71
10,SUPERMAX,2,1200,,54 (+2),TH KOH,J LIM,KU CHUN WAY,4,7,10,9.8,73
3,SUPERMAX,9,1200,,54 (+2),TH KOH,J LIM,KU CHUN WAY,1,1,3,2,71
2,SUPERMAX,10,1200,,54 (+2),TH KOH,J LIM,KU CHUN WAY,3,3,2,0.3,72
10,SUPERMAX,2,1200,,56 (+2),S JOHN,J LIM,KU CHUN WAY,4,6,10,5.2,60
6,SUPERMAX,5,1200,,55 (-1),S JOHN,J LIM,KU CHUN WAY,10,11,10,7.6,73
12,SUPERMAX,7,1200,,53 (-2),S JOHN,J LIM,KU CHUN WAY,9,11,7,5.3,96
4,SUPERMAX,1,1100,,51 (-2),TH KOH,J LIM,KU CHUN WAY,7,7,8,5.5,73
12,SUPERMAX,2,1200,,49 (-2),I SAIFUDIN,J LIM,KU CHUN WAY,8,9,12,7.2,84
4,SUPERMAX,6,1200,,48 (-1),S JOHN,J LIM,KU CHUN WAY,5,8,1,0,98
9,SUPERMAX,1,1000,EM,47 (-1),S JOHN,J LIM,KU CHUN WAY,9,8,3,1.5,97
8,SUPERMAX,8,1000,EM,45 (-2),APP T KRISNA,J LIM,KU CHUN WAY,7,7,8,5.2,61
7,SUPERMAX,11,1200,,43 (-2),S JOHN,J LIM,KU CHUN WAY,12,9,10,4.3,70
9,SUPERMAX,12,1100,,41 (-2),APP T KRISNA,J LIM,KU CHUN WAY,10,11,4,3.8,73
6,SUPERMAX,2,1200,"B, TT",39 (-2),S JOHN,J LIM,KU CHUN WAY,4,4,9,7,68
2,SUPERMAX,2,1200,,37 (-2),APP T KRISNA,J LIM,KU CHUN WAY,5,5,11,10.4,85
4,SUPERMAX,11,1200,,37 (-2),S JOHN,J LIM,KU CHUN WAY,2,1,7,2.3,97
12,SUPERMAX,6,1200,,37,CC WONG,J LIM,KU CHUN WAY,8,11,8,10.9,102
5,SUPERNATURAL,6,1200,,,O CHAVEZ,C BROWN,BUFFALO STABLE,7,8,5,8.3,72
9,SUPERNATURAL,6,1200,BB,,APP R ISKANDAR,T FITZSIMMONS,BUFFALO STABLE,4,3,7,4.2,102
6,SUPERNATURAL,5,1200,WK,,R STEWART,T FITZSIMMONS,BUFFALO STABLE,5,6,5,2.2,72
11,SUPERNOVA,4,1400,"TT, SR",60,Z ZURIMAN,RB MARSH,TUDOR LODGE RACING STABLE,9,11,11,5.1,84
